<<<<<<< HEAD
object/tangible/veteran_reward/frn_couch_falcon_section_s01.iff						100			
item_tcg_loot_reward_series4_han_solo_statuette_02_01						100			
item_tcg_loot_reward_series2_princess_leia_statuette						100			
item_tcg_loot_reward_series2_darth_vader_statuette						100			
item_tcg_loot_reward_series3_emperor_palpatine_statuette						100			
item_tcg_loot_reward_series2_painting_alliance_propaganda						100			
item_tcg_loot_reward_series9_painting_imperial_propaganda						100			
item_tcg_loot_reward_series8_palpatine_hologram						100			
item_tcg_loot_reward_series5_greeter_senate_guard						100			
item_tcg_loot_reward_series5_greeter_royal_guard						100			
object/tangible/veteran_reward/frn_vet_holo_imperial_guard.iff						100			
object/tangible/veteran_reward/frn_vet_holo_leia.iff						100			
object/tangible/veteran_reward/frn_vet_display_stand.iff						100			
object/tangible/veteran_reward/vr_bearded_jax_deed.iff						100			
item_vet_63_month_yoda_fountain						100			
item_vet_63_month_palpatine_statue						100			
item_dna_nerf						100			
item_costume_chiss_01	100								
item_costume_exar_kun_cultist	100								
costume_royal_guard	100								
>>>>>>> b69511aac62f968d19305ea6fd12278ad6f3b87c
